model,ticker,scaler,sentiment,run,accuracy,f1_score,train_loss,val_loss,class_distribution,lag,pred_probs,technical_indicators,base_estimator_max_depth,learning_rate,n_estimators,profit
AdaBoost,MSFT,standard,True,6,0.5348837209302325,0.4117647058823529,,,"{np.int64(0): np.int64(23), np.int64(1): np.int64(20)}",5,,True,3,0.5,100,1220.3491363525372
AdaBoost,MSFT,standard,True,7,0.5348837209302325,0.375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,854.670532226557
AdaBoost,MSFT,standard,True,8,0.5348837209302325,0.4117647058823529,,,"{np.int64(0): np.int64(23), np.int64(1): np.int64(20)}",5,,True,3,0.5,100,1309.850799560545
AdaBoost,MSFT,standard,True,9,0.5581395348837209,0.4864864864864865,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",5,,True,3,0.5,100,1552.879592895506
AdaBoost,MSFT,standard,True,10,0.5581395348837209,0.3870967741935484,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1320.9417877197247
AdaBoost,MSFT,standard,True,11,0.5348837209302325,0.375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,854.670532226557
AdaBoost,MSFT,standard,True,12,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,13,0.5348837209302325,0.4444444444444444,,,"{np.int64(0): np.int64(21), np.int64(1): np.int64(22)}",5,,True,3,0.5,100,1421.8392181396466
AdaBoost,MSFT,standard,True,14,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,15,0.6046511627906976,0.41379310344827586,,,"{np.int64(0): np.int64(28), np.int64(1): np.int64(15)}",5,,True,3,0.5,100,753.690643310545
AdaBoost,MSFT,standard,True,16,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,17,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,18,0.5116279069767442,0.4,,,"{np.int64(0): np.int64(22), np.int64(1): np.int64(21)}",5,,True,3,0.5,100,1339.2209777832013
AdaBoost,MSFT,standard,True,19,0.5581395348837209,0.3870967741935484,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1320.9417877197247
AdaBoost,MSFT,standard,True,20,0.5348837209302325,0.4444444444444444,,,"{np.int64(0): np.int64(21), np.int64(1): np.int64(22)}",5,,True,3,0.5,100,1474.6113586425763
AdaBoost,MSFT,standard,True,21,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,22,0.5348837209302325,0.4444444444444444,,,"{np.int64(0): np.int64(21), np.int64(1): np.int64(22)}",5,,True,3,0.5,100,1474.6113586425763
AdaBoost,MSFT,standard,True,23,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,24,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,25,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,26,0.5581395348837209,0.45714285714285713,,,"{np.int64(0): np.int64(22), np.int64(1): np.int64(21)}",5,,True,3,0.5,100,1474.6113586425763
AdaBoost,MSFT,standard,True,27,0.6046511627906976,0.41379310344827586,,,"{np.int64(0): np.int64(28), np.int64(1): np.int64(15)}",5,,True,3,0.5,100,1108.4718017578107
AdaBoost,MSFT,standard,True,28,0.5581395348837209,0.3870967741935484,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1320.9417877197247
AdaBoost,MSFT,standard,True,29,0.5581395348837209,0.42424242424242425,,,"{np.int64(0): np.int64(24), np.int64(1): np.int64(19)}",5,,True,3,0.5,100,922.4501342773383
AdaBoost,MSFT,standard,True,30,0.5116279069767442,0.43243243243243246,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",5,,True,3,0.5,100,1781.0921478271466
AdaBoost,MSFT,standard,True,31,0.5348837209302325,0.4117647058823529,,,"{np.int64(0): np.int64(23), np.int64(1): np.int64(20)}",5,,True,3,0.5,100,1200.9589843749982
AdaBoost,MSFT,standard,True,32,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,33,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,34,0.5581395348837209,0.3870967741935484,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1320.9417877197247
AdaBoost,MSFT,standard,True,35,0.5348837209302325,0.4444444444444444,,,"{np.int64(0): np.int64(21), np.int64(1): np.int64(22)}",5,,True,3,0.5,100,1474.6113586425763
AdaBoost,MSFT,standard,True,36,0.5348837209302325,0.4117647058823529,,,"{np.int64(0): np.int64(23), np.int64(1): np.int64(20)}",5,,True,3,0.5,100,1339.2209777832013
AdaBoost,MSFT,standard,True,37,0.5581395348837209,0.45714285714285713,,,"{np.int64(0): np.int64(22), np.int64(1): np.int64(21)}",5,,True,3,0.5,100,1454.0112152099591
AdaBoost,MSFT,standard,True,38,0.5581395348837209,0.3870967741935484,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1320.9417877197247
AdaBoost,MSFT,standard,True,39,0.5116279069767442,0.43243243243243246,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",5,,True,3,0.5,100,1781.0921478271466
AdaBoost,MSFT,standard,True,40,0.5581395348837209,0.3870967741935484,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1320.9417877197247
AdaBoost,MSFT,standard,True,41,0.6046511627906976,0.41379310344827586,,,"{np.int64(0): np.int64(28), np.int64(1): np.int64(15)}",5,,True,3,0.5,100,1108.4718017578107
